,id,title,quantityOptions,available,productType,crossSellSKUList,nixProduct,stickerBadges,sample,prices.price.currency,prices.price.amount,prices.unitPrice.unit,prices.unitPrice.price.currency,prices.unitPrice.price.amount,imageInfo.primaryView,badgesToDisplay.leftTop.image,badge.image,quantity,promotion.id,promotion.name,promotion.label,promotion.image,promotion.fromDate,promotion.toDate,promotion.validityPeriod,promotion.summary,promotion.offline,promotion.tags,promotion.badgeImage.main,promotion.stickerBadges,promotion.enablePromoAssistance,unavailabilityReason,reason,prices.promotionalPrice.currency,prices.promotionalPrice.amount
588,273284STK,Jumbo Gebroken Sperziebonen 750g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/sticker-freeze-51x51.png'],False,EUR,112,kg,EUR,149.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/310820190053_273284STK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,750 g,,,,,,,,,,,,,,,,,
589,179699DS,Jumbo Garnalen met Knoflook 90g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['179786DS', '393281CUP', '393257CUP', '377287CUP', '392551CUP']",False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-5+.png'],False,EUR,250,kg,EUR,2778.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/100120202308_179699DS-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,90 g,kies_mix_tapas1,Kies & Mix tapas,Kies & Mix tapas,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Grocery-Site/-/Jumbo-Grocery/nl_NL/Images_Aanbiedingen/2021/K&M%20tapas%20oktober.png,1622584860000.0,1641337140000.0,Geldig vanaf wo 2 jun. t/m di 4 jan. 2022,Diverse soorten,False,"[{'type': 'tag', 'text': '3 voor € 5,00'}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,[],True,,,,
590,220714PAK,Jumbo Original Mie Nestjes 500g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,84,kg,EUR,168.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/041120212043_220714PAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,500 g,,,,,,,,,,,,,,,,,
591,51477PAK,Jumbo Bokkenpootjes met Cremevulling 200g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,135,kg,EUR,675.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/071020192321_51477PAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,200 g,,,,,,,,,,,,,,,,,
592,404021ZK,Jumbo Geschoonde Spruitjes 400g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-3+.png'],False,EUR,214,kg,EUR,535.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/191220200059_404021ZK-1_360x360.png', 'height': 360, 'width': 360}]",,,400 g,,,,,,,,,,,,,,,,,
593,339156STK,Jumbo - Stokbrood met Kruidenboter - 2 Stuks,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,RetailSet,[],False,[],False,EUR,148,,,,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/171220191335_339156STK-1_360x360.png', 'height': 360, 'width': 360}]",,,,,,,,,,,,,,,,,,,,
594,214867STK,Jumbo Kant & Klare Slagroom 500ml,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,"['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-7+.png', 'https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/kerst.png']",False,EUR,109,l,EUR,218.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/110720191756_214867STK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,500 ml,,,,,,,,,,,,,,,,,
595,394227CUP,Jumbo Franse Kwark Vol 500g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-7+.png'],False,EUR,99,kg,EUR,198.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/140120211654_198298STK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,500 g,,,,,,,,,,,,,,,,,
596,190792ZK,Unox Rookworst Gelderse 285g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,239,kg,EUR,839.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/021120211417_190792ZK-1_360x360.png', 'height': 360, 'width': 360}]",,,285 g,,,,,,,,,,,,,,,,,
597,418771FLS,"Jumbo Witte Natuurazijn 1,5L","[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,59,l,EUR,39.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/210720211324_137400FLS-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,1500 ml,,,,,,,,,,,,,,,,,
598,185555PAK,Jumbo Eierwafels 12 Stuks,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,144,kg,EUR,480.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/160120202303_185555PAK-1_360x360.png', 'height': 360, 'width': 360}]",,,300 g,,,,,,,,,,,,,,,,,
599,212173STK,Jumbo Gewassen Spinazie 600g - Voordeelverpakking,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-3+.png'],False,EUR,184,kg,EUR,307.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/220920200522_212173STK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,600 g,,,,,,,,,,,,,,,,,
600,143972TRA,Jumbo Rundersaucijs 4 Stuks 380g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['380011ZK', '182387ZK']",False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-3+.png'],False,EUR,298,kg,EUR,784.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/070520192139_143972TRA-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,380 g,,,,,,,,,,,,,,,,,
601,439104ZK,Jumbo Spinazie Blokjes 750g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/sticker-freeze-51x51.png'],False,EUR,83,kg,EUR,111.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/210420211509_272982STK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,750 g,,,,,,,,,,,,,,,,,
602,159526PAK,Jumbo Trostomaten Biologisch 500g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,299,kg,EUR,598.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/070520191901_159526PAK-1_360x360.png', 'height': 360, 'width': 360}]",,,500 g,,,,,,,,,,,,,,,,,
603,153794ZK,Jumbo Haardblok 1 Stuk,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,148,kg,EUR,148.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/070520190933_153794ZK-1_360x360.png', 'height': 360, 'width': 360}]",,,,,,,,,,,,,,,,,,,,
604,179786DS,Jumbo Zoete Peper Roomkaas 120g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['442773BAK', '393255CUP', '393220CUP', '393254CUP', '393257CUP']",False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-10+.png'],False,EUR,300,kg,EUR,2308.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/310520192342_179786DS-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,120 g,kies_mix_tapas1,Kies & Mix tapas,Kies & Mix tapas,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Grocery-Site/-/Jumbo-Grocery/nl_NL/Images_Aanbiedingen/2021/K&M%20tapas%20oktober.png,1622584860000.0,1641337140000.0,Geldig vanaf wo 2 jun. t/m di 4 jan. 2022,Diverse soorten,False,"[{'type': 'tag', 'text': '3 voor € 5,00'}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,[],True,,,,
605,67635ZK,Van Gilse Witte Basterdsuiker 600g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,94,kg,EUR,157.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/290720191634_67635ZK-1_360x360.png', 'height': 360, 'width': 360}]",,,600 g,,,,,,,,,,,,,,,,,
606,197135DS,Jumbo Groentebouillon 8 Stuks,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,33,kg,EUR,413.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/080520190536_197135DS-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,80 g,,,,,,,,,,,,,,,,,
607,198041EM,Tommies Snackgroentencircus Snack Tomaatjes 500g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,309,kg,EUR,618.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/100520190311_198041EM-1_360x360.png', 'height': 360, 'width': 360}]",,,500 g,,,,,,,,,,,,,,,,,
608,358479STK,Jumbo Smeerkaas Naturel 48+ 200g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",False,Product,[],False,[],False,EUR,79,kg,EUR,395.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/130520202306_358479STK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,200 g,,,,,,,,,,,,,,UNAVAILABLE,ON_HOLD,,
609,347825PAK,Optimel Drinkyoghurt Framboos 0% vet 1 x 1. 5L,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-7+.png'],False,EUR,195,l,EUR,130.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/030920212154_347825PAK-1_360x360.png', 'height': 360, 'width': 360}]",,,1500 ml,,,,,,,,,,,,,,,,,
610,220630ZK,Jumbo Kroepoek Java 75g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,108,kg,EUR,1440.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/071120190154_220630ZK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,75 g,1304037-C-1,Kies & Mix Jumbo kroepoek,Kies & Mix Jumbo kroepoek,"https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Grocery-Site/-/Jumbo-Grocery/nl_NL/Images_Aanbiedingen/2021/Kroepoek,%203%20voor%202,00%20euro.png",1622584860000.0,1641337140000.0,Geldig vanaf wo 2 jun. t/m di 4 jan. 2022,3 zakken à 66-75 gram,False,"[{'type': 'tag', 'text': '3 voor € 2,00'}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,[],True,,,,
611,352026STK,Jumbo 100% Appelmoes 12 x 100g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,[],False,EUR,189,kg,EUR,157.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/130620200552_352026STK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,12 x 100 g,,,,,,,,,,,,,,,,,
612,455956TAS,Jumbo Aardappelen Truffel & Corne de Gatte Vastkokend 1kg,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/kerst.png'],False,EUR,199,kg,EUR,199.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/071120211313_455956TAS-1_360x360.png', 'height': 360, 'width': 360}]",,,1 kg,,,,,,,,,,,,,,,,,
613,213636TRA,Jumbo Mini Gehakt Cordon Bleu 280g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['213637TRA', '308442BAK', '201426TRA', '308441BAK', '213682TRA']",False,"['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-3+.png', 'https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/kerst.png']",False,EUR,300,kg,EUR,1224.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/190420201411_213636TRA-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,280 g,1303057-B-1,Kies & Mix Gourmet,Kies & Mix Gourmet,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Grocery-Site/-/Jumbo-Grocery/nl_NL/Images_Aanbiedingen/2021/Weekaanbiedingen/Week%2047/Gourmet%20kerst%202.png,1638486060000.0,1641337140000.0,Geldig vanaf vr 3 dec. t/m di 4 jan. 2022,Diverse artikelen,False,"[{'type': 'tag', 'text': '4+2 gratis'}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,[],True,,,,
614,27155PAK,Délifrance - Petits Pains - 4 Stuks,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 50}]",True,Product,[],False,[],False,EUR,99,kg,EUR,396.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/230220190000_27155PAK-1_360x360.png', 'height': 360, 'width': 360}]",,,"4 x 62,5 g",,,,,,,,,,,,,,,,,
615,392758BAK,Galbani Mascarpone Kaas 250g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-7+.png'],False,EUR,232,kg,EUR,928.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/160920200548_392758BAK-1_360x360.png', 'height': 360, 'width': 360}]",,,250 g,,,,,,,,,,,,,,,,,
616,203860PAK,Jumbo Tuinkruiden Kipfilet 130g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['75233PAK', '75210PAK', '450312STK', '209327PAK', '203886PAK']",False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-7+.png'],False,EUR,256,kg,EUR,1969.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/300320210143_203860PAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,130 g,km_vleeswaren,Kies & Mix voorverpakte vleeswaren,Kies & Mix voorverpakte vleeswaren,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Grocery-Site/-/Jumbo-Grocery/nl_NL/Images_Aanbiedingen/2021/KM-VVP%20vleeswaren-8-7.png,1637881260000.0,1641337140000.0,Geldig vanaf vr 26 nov. t/m di 4 jan. 2022,2 verpakkingen met kies en mix sticker à 100-155 gram,False,"[{'type': 'tag', 'text': '2 voor 3,50 euro'}]",https://www.jumbo.com/INTERSHOP/web/WFS/Jumbo-Grocery-Site/nl_NL/-/EUR/ViewPromotionAttachment-OpenFile?LocaleId=nl_NL&DirectoryPath=0003-Kies%26Mix&FileName=Kies%20%26%20Mix.png&UnitName=Jumbo-Grocery,[],True,,,,
617,352589PAK,Jumbo Drinkyoghurt Aardbei/Kers 0% 1L,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,[],False,"['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-7+.png', 'https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/sticker_trophy_85x85.png']",False,EUR,99,l,EUR,99.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/260820201301_352589PAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,1 L,,,,,,,,,,,,,,,,,
618,193934PAK,Achterham 175g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",True,Product,"['335215BAK', '335214STK', '193878PAK', '351875PAK', '193932PAK']",False,['https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/tht-10+.png'],False,EUR,162,kg,EUR,926.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/080520190045_193934PAK-1_360x360.png', 'height': 360, 'width': 360}]",https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,https://www.jumbo.com/INTERSHOP/static/WFS/Jumbo-Site/Grocery/Jumbo-Grocery/nl_NL/PIMProductBadge/alp.png?test,175 g,,,,,,,,,,,,,,,,,
619,295096RP,Jumbo Puur Chocolade Reep 200g,"[{'defaultAmount': 1, 'minimumAmount': 1, 'amountStep': 1, 'unit': 'pieces', 'maximumAmount': 99}]",False,Product,[],False,[],False,EUR,197,kg,EUR,985.0,"[{'url': 'https://ish-images-static.prod.cloud.jumbo.com/product_images/191120190525_295096RP-1_360x360.png', 'height': 360, 'width': 360}]",,,200 g,,,,,,,,,,,,,,UNAVAILABLE,ON_HOLD,,
